gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,Degree40,Closeness40,Cluster.coeff40,color40,Degree50,Closeness50,Cluster.coeff50,color50,Degree65,Closeness65,Cluster.coeff65,color65,Degree70,Closeness70,Cluster.coeff70,Degree85,Closeness85,Cluster.coeff85,color85,Degree90,Closeness90,Cluster.coeff90,color90,Betweenness85,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YPR045C,S000006249,NA,1413,NA,NA,nucleus,0,1422,0.5485597,0.08005297,blue,698,0.4967085,0.066576774,grey,136,0.3200212,0.050980392,grey,54,0.2589002,0.03424179,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.1,-0.08,0,0,-0.32,0.07,0.2,-0.08,0.18,0.24,-0.37,-0.06,-0.04,-0.25,-0.04,0.05,0.21,-0.88,-2.08,-1.14,-0.3,0.74,0.34,0.27,0.59,0.72,0.62,0.4,0.74,0.97,-0.05,0.04,-0.23,-0.02,-0.14,-0.06,-0.08,NA,-0.15,-0.08,-0.08,-0.2,0.06
YPR047W,S000006251,MSF1,1410,protein biosynthesis,phenylalanine-tRNA ligase activity,mitochondrion,0,1094,0.5364185,0.08799557,brown,448,0.4695315,0.0778903,red,50,0.2984017,0.060408163,grey,12,0.2277696,0.09090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.2,0.31,0.13,-0.01,-0.14,0.05,0.08,0.03,0.01,0.24,-0.08,-0.16,-0.1,-0.28,-0.14,0.06,-0.3,0.64,-0.26,-1.51,-1.21,-0.46,-0.09,-0.06,-0.1,0.09,0.34,0.55,0.25,0.02,-0.42,-1.01,-0.31,-0.2,-0.18,0.07,0.25,0.07,0.14,0.48,0.53,0.24,0.33
YPR049C,S000006253,ATG11,3537,protein-vacuolar targeting,NA,extrinsic to membrane,0,352,0.5068441,0.09592722,brown,96,0.3935249,0.084429825,grey,2,0.2159294,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.46,0.02,-0.34,-0.28,0.11,-0.03,0.29,0,0.16,0,0.14,0,0.19,-0.38,-0.02,0.07,0.35,0.74,-0.21,-0.31,-0.15,-0.8,-0.49,-0.42,-1.24,0.58,0.05,0.55,0.34,-0.03,0.36,-0.04,0.41,0.15,0.04,-0.41,0.19,-0.45,-0.01,0.06,-0.08,-0.26,0.07
YPR050C,NA,NA,NA,NA,NA,NA,0,550,0.5154679,0.0905183,grey,194,0.4272892,0.085946264,grey,26,0.2712296,0.030769231,grey,10,0.1985269,0.04444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,-2.06,0.09,-0.08,-0.04,0.14,0.03,0.14,0.06,0.11,-0.21,0.03,-0.06,0.06,-0.02,-0.04,0.03,-0.15,-0.2,-0.16,0.4,0.4,-0.06,-0.11,-0.22,-0.18,0.06,-0.01,0.05,0.06,-0.04,-0.18,-0.04,-0.04,0.18,0.07,0.06,0.19,-0.01,-0.02,0.07,-0.06,-0.06,-0.13
YPR052C,S000006256,NHP6A,282,regulation of transcription from Pol II promoter,chromatin binding,nuclear chromatin,0,268,0.5031454,0.07306166,grey,62,0.3813656,0.053939714,grey,4,0.1667127,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,-0.56,0.11,0.11,0,0.07,-0.08,0.08,-0.04,0.14,-0.29,0,-0.04,-0.08,0.32,0.05,0.02,-0.01,-0.84,-0.15,0.07,-0.23,0.29,-0.21,-0.13,-0.23,-0.35,0.77,-0.04,-0.17,-0.03,1.44,-0.05,0.34,-0.34,-0.2,-0.21,-0.4,0.02,-0.07,-0.34,-0.01,-0.14,-0.01
YPR053C,NA,NA,NA,NA,NA,NA,0,724,0.5219264,0.11318325,turquoise,286,0.4418296,0.11691817,yellow,32,0.281233,0.122983871,grey,10,0.2292805,0.13333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.22,-0.33,-0.24,-0.22,0.03,-0.13,0.4,0.01,0.22,-0.03,-0.11,-0.28,0.05,0.33,0.01,0.38,0.54,-0.69,-0.01,0.22,-0.05,0.02,0.11,0.12,-0.01,-0.3,0,-0.16,-0.22,-0.14,-0.5,-0.75,-0.73,-0.01,0.24,0.1,0.44,0.35,0.21,0.43,0.08,0.41,-0.12
YPR054W,S000006258,SMK1,1167,protein amino acid phosphorylation,MAP kinase activity,mitochondrion,0,206,0.4965851,0.06630358,grey,24,0.3637108,0.047101449,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,-0.3,-0.13,0.2,-0.45,0.26,0.1,0.13,-0.22,-0.05,-0.2,-0.09,-0.13,0.08,0.2,0.01,0.29,0.2,0.91,-0.06,0.27,0.08,-0.79,0.32,0.08,0.08,0.62,NA,-0.21,0.67,0.13,0.01,-0.27,-0.11,0.11,-0.03,0.01,0.22,0.01,-0.05,-0.46,0.09,0.02,0.33
YPR055W,S000006259,SEC8,3198,cytokinesis,protein binding,bud tip,1,358,0.5074229,0.07913556,blue,52,0.3926748,0.076168929,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.07,-0.55,-0.01,-0.13,0.13,0.08,0.2,0.11,0.05,-0.15,-0.08,-0.12,-0.1,0,0.14,0.17,0.58,0.41,-0.57,-0.59,0.09,0.12,-0.18,0.23,-0.49,0.09,0.16,0.08,0.17,0.16,-0.56,-0.27,-0.13,-0.01,-0.01,-0.06,0.16,-0.06,0.28,0.29,0.18,0.01,0.02
YPR061C,S000006265,JID1,906,NA,NA,mitochondrion,0,950,0.5301604,0.12751816,turquoise,264,0.4375752,0.13521143,turquoise,26,0.2749564,0.061538462,grey,10,0.2166187,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.51,0.16,0.08,NA,0.14,-0.02,0,0.08,0,-0.05,-0.27,-0.14,-0.16,0.02,-0.42,0.16,0.78,1,-0.45,0.27,0.34,0.03,0.11,-0.37,-0.19,0.14,0.03,0.06,-0.16,0.78,-0.02,0.08,-0.48,-0.27,-0.04,-0.58,0.03,0.05,0.01,0.13,0.18,-0.11,0.24
YPR064W,NA,NA,NA,NA,NA,NA,0,732,0.5224719,0.10869906,blue,272,0.4304629,0.122449533,blue,32,0.2759619,0.125,grey,14,0.2236942,0.05494506,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.15,-0.1,0.26,-0.22,0.14,0.14,0.07,-0.04,-0.13,0.03,-0.24,-0.28,-0.08,-0.31,-0.12,0.17,0.85,0.56,0.65,0.7,0.76,0.53,-0.3,-0.35,-0.24,-0.3,0.31,-0.73,-0.35,0.19,-0.33,0.1,0.04,0.02,-0.02,0.22,0.12,0.02,-0.1,0.17,-0.28,0,-0.16
YPR065W,S000006269,ROX1,1107,negative regulation of transcription from Pol II promoter,specific transcriptional repressor activity,nuclear chromosome,0,794,0.5252167,0.10264881,blue,290,0.4491744,0.093974466,blue,24,0.2701977,0.076086957,grey,8,0.2183413,0.03571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.14,0.1,-0.37,-0.19,0.14,0.19,0.15,-0.07,-0.04,0.11,0.15,-0.33,0.05,0.38,-0.24,0.14,-0.2,0.31,-1.43,-1.18,-0.15,-0.28,-0.32,-0.18,0.14,0.22,0.63,0.23,0.53,-0.42,0.19,0.08,0.54,0.33,-0.11,-0.14,-0.09,0.09,0.01,-0.4,0.12,-0.08,-0.12
YPR068C,S000006272,HOS1,1413,regulation of transcription DNA-dependent,histone deacetylase activity,histone deacetylase complex,0,194,0.4956004,0.08733508,brown,28,0.3710336,0.079365079,grey,2,0.2097157,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.55,0,0.02,-0.1,-0.09,-0.16,0.35,NA,0.57,NA,-0.4,-0.27,-0.12,NA,-0.12,0.19,0.4,0.59,-0.16,0.41,0.43,0.12,0.03,0.12,-0.33,0.13,-0.18,0.05,-0.2,-0.12,-0.3,0.27,0.55,0.24,0.24,-0.06,-0.04,-0.43,-0.21,0.24,0.11,-0.68,0.2
YPR071W,S000006275,NA,636,NA,NA,integral to membrane,0,748,0.5238407,0.08565456,turquoise,198,0.4382466,0.082705225,purple,4,0.2233596,0.166666667,grey,2,0.1811344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,-0.18,-0.03,0.19,0.08,0.17,-0.1,0.08,0.2,0.15,-0.22,0.14,-0.16,-0.08,0.12,-0.3,0.26,-0.19,0.79,0.72,-0.66,0.2,-0.78,-0.07,-0.41,0.09,0.49,0.3,0.24,0.2,0.48,0.23,-0.02,0.1,0.49,0.19,0.08,-0.02,-0.4,-0.1,-0.1,-0.22,-0.5,-0.22
YPR074C,S000006278,TKL1,2043,pentose-phosphate shunt,transketolase activity,cytoplasm,0,1878,0.56619,0.09716352,turquoise,998,0.5063948,0.093896921,turquoise,306,0.347801,0.079009965,brown,152,0.3001635,0.08591844,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,0.28,0.17,-0.13,0.15,-0.08,0.13,0.15,-0.04,0.18,-0.19,0.2,-0.16,-0.13,0.18,0.02,0.18,-0.16,-0.5,-0.63,-0.21,-0.26,0.17,-0.17,-0.22,-0.16,-0.09,0.93,0.38,NA,-1.95,-0.89,-0.14,0.56,0.67,0.33,0.32,0.53,0.34,0.31,0.15,0.2,-0.27,-0.17
YPR075C,S000006279,OPY2,1083,cell cycle arrest in response to pheromone,NA,cytoplasm,0,132,0.4867332,0.08697664,yellow,14,0.3468644,0.065934066,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.01,-0.01,0.09,0.64,0.06,0.34,0.35,-0.1,-0.17,-0.33,-0.35,0.01,0.18,0.02,-0.12,-0.63,-0.26,-0.92,0.1,0.09,-0.18,0.37,-0.34,-0.11,-0.34,-0.21,-0.32,0.2,0.07,0.28,0.07,0.5,-0.24,-0.16,-0.14,0.2,0.3,-0.17,-0.09,-0.44,-0.03,-0.23,0.15
YPR077C,NA,NA,NA,NA,NA,NA,0,1294,0.5437857,0.08903608,blue,588,0.4799568,0.076985479,blue,92,0.3000083,0.090539895,red,42,0.2398367,0.07433217,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.01,0.15,0.14,-0.02,0.17,0.09,-0.02,0.01,-0.05,-0.23,-0.48,-0.02,-0.12,0.08,-0.17,0.15,0.73,0.73,0.67,0.99,0.99,0.62,0.75,0.05,0.02,-0.6,-0.21,-0.45,-0.71,0.61,0.02,-0.09,0.09,0.29,0.46,-0.05,-0.37,0.09,-0.2,0.15,-0.63,-0.27,-0.11
YPR078C,S000006282,NA,1119,meiosis,NA,NA,0,862,0.5279208,0.08607862,brown,272,0.4544318,0.076025613,blue,10,0.260613,0.088888889,grey,2,0.1934549,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.29,0.41,0.35,0.06,0.27,0.41,0.27,-0.01,-0.25,-0.36,-0.42,-0.52,-0.15,-0.19,-0.15,0.33,0.28,0.83,-0.15,0.81,1,0.49,0.6,0.22,-0.2,-0.19,0.11,-0.09,-0.14,0.49,0.07,-0.02,-0.02,0.26,NA,0.2,0,-0.11,-0.06,0.11,-0.53,-0.2,-0.18
YPR079W,S000006283,MRL1,1146,vacuolar transport,receptor activity,cytoplasm,0,314,0.5056904,0.0670316,grey,74,0.3973569,0.051092188,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,0.63,0.21,0.22,-0.1,0.05,-0.06,0.12,-0.08,0.02,-0.1,-0.15,-0.26,-0.05,0.2,-0.34,0.12,0.28,0.83,-0.24,0,-0.23,-0.06,-0.04,0.02,0.15,0.07,0.08,-0.04,-0.27,-0.12,-0.36,-0.53,-0.4,0.24,0.26,-0.13,0.09,0.26,0.03,0.1,0.29,-0.17,0.43
YPR080W,S000006284,TEF1,1377,translational elongation,translation elongation factor activity,ribosome,0,1104,0.5364185,0.09236503,turquoise,552,0.475675,0.09132276,tomato,148,0.3013311,0.113991543,brown,84,0.2426896,0.13511188,6,0.37373737,0,grey,NA,NA,NA,NA,1.01E+02,-0.09,0.3,0.06,-0.09,0.11,0.16,0.37,0.17,0,-0.02,-0.16,0.02,-0.39,-0.04,0.34,-0.06,0.31,-0.1,-0.23,-0.14,0.45,0.03,0.1,-0.61,-0.46,-0.47,-0.56,1.61,0.5,-0.55,-0.58,-0.18,-0.14,0.02,0.26,-0.04,0.21,0.55,0.37,0.21,-0.41,0.05,-0.09,-0.23
YPR081C,S000006285,GRS2,1857,glycyl-tRNA aminoacylation,glycine-tRNA ligase activity,cytoplasm,0,678,0.521314,0.08973303,turquoise,152,0.4288472,0.062826769,purple,8,0.2308771,0.035714286,grey,4,0.1780822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.16,0.34,0.12,0.01,-0.22,0.11,0.02,0.12,-0.22,-0.06,-0.3,-0.12,-0.2,-0.2,-0.32,0.17,0.62,1.16,-0.15,-0.15,0.07,-0.01,0.01,-0.03,-0.25,0.14,0.51,-0.23,-0.23,0.57,-0.31,-0.14,-0.12,0.15,-0.11,-0.05,0.12,0.02,-0.01,0.04,0.04,-0.12,-0.07
YPR083W,S000006287,MDM36,1740,mitochondrion organization and biogenesis,NA,NA,0,332,0.5062666,0.08923307,blue,76,0.4008621,0.092631579,grey,4,0.2447793,0,grey,2,0.2195486,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,0.49,-0.18,-0.01,-0.16,0.06,-0.18,0.06,0.11,0.18,-0.06,-0.03,0.08,0.1,0.03,0.01,0.38,-0.03,-0.42,-1.04,-0.28,0.47,-0.08,0.46,-0.39,-0.15,0.69,-0.36,0.05,0.49,0.77,-0.25,-0.03,0.33,0.12,0.3,-0.37,-0.16,-0.23,0.06,-0.03,-0.01,-0.35,-0.14
YPR093C,S000006297,NA,867,NA,NA,NA,0,1102,0.5363466,0.10852203,turquoise,310,0.4530931,0.108654348,yellow,14,0.278166,0.065934066,grey,2,0.196351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,0.01,0.12,0.18,0.15,-0.53,0.29,0.09,0.22,-0.04,0.35,-0.12,-0.04,0,-0.47,0.12,-0.55,0.15,0.8,0.16,0.06,0.04,-0.23,-0.41,-0.05,-0.07,-0.04,0.34,0.21,-0.45,0.74,0.18,-0.12,-0.09,-0.03,-0.38,0.37,-0.25,-0.24,-0.14,-0.15,-0.03,NA,0.15
YPR095C,S000006299,SYT1,3681,secretory pathway,ARF guanyl-nucleotide exchange factor activity,mitochondrion,0,372,0.5082613,0.0780222,yellow,60,0.3912533,0.066101695,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,-0.08,0.34,0.34,NA,0.01,-0.17,NA,0.01,NA,-0.19,0.35,-0.1,-0.08,-0.17,-0.19,-0.07,-0.51,-0.3,0.3,0.19,-0.14,0.22,-0.01,-0.06,0.27,0.25,0.05,0.13,0.03,-0.33,0.3,0.56,0.3,0.3,0.52,-0.28,-0.01,0.26,-0.3,0.12,-0.97,-0.48
YPR096C,NA,NA,NA,NA,NA,NA,0,686,0.5219264,0.06229704,brown,180,0.4398856,0.051644941,grey,22,0.2781233,0.012987013,grey,6,0.1974993,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,-0.23,-0.01,0.13,-0.04,-0.04,0.23,-0.14,0.09,-0.11,-0.11,-0.03,0.09,-0.11,0.02,0.09,0.19,-0.12,NA,NA,0.19,0.19,NA,NA,NA,NA,-2.14,NA,-1.14,-0.55,0.58,-0.09,-0.09,0.38,0.17,-0.09,0.1,-0.01,-0.11,-0.16,-0.02,NA,-0.39,-0.29
YPR097W,S000006301,NA,3222,NA,NA,mitochondrion,0,198,0.4933991,0.09926678,yellow,24,0.3567351,0.076086957,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,-0.1,0.19,-0.24,0.22,0.03,-0.15,-0.13,-0.22,0.07,0.22,0.03,0.41,0.1,-0.26,-0.05,-0.11,NA,-0.24,-0.38,0.07,0.41,-0.19,0.04,-0.21,-0.02,0.09,0.08,0.19,0.14,0.2,0.07,-0.52,0.16,0.1,-0.06,0.59,-0.02,-0.18,0.37,0.1,-0.03,-0.71,-0.08
YPR098C,S000006302,NA,582,NA,NA,mitochondrion,0,1116,0.5367785,0.10738383,turquoise,432,0.4640826,0.103076394,grey,22,0.2800804,0.095238095,grey,2,0.2054545,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,-0.23,0.01,0.15,0.17,0.19,0.54,0.17,0.02,-0.01,-0.27,0.1,-0.33,-0.16,0.1,-0.29,0.35,-0.35,0.14,0.22,-0.39,-0.4,-0.39,-0.25,-0.23,-0.22,0.1,0.32,0.01,-0.07,0.82,0.27,0.22,0.59,-0.02,-0.41,-0.13,-0.31,-0.31,-0.25,-0.04,-0.18,-0.17,-0.08
YPR101W,S000006305,SNT309,528,nuclear mRNA splicing via spliceosome,NA,spliceosome complex,0,920,0.529739,0.07487108,yellow,316,0.449124,0.066646574,grey,22,0.2597347,0.038961039,grey,6,0.1871218,0.06666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.28,0.14,0,-0.29,-0.09,-0.01,0.12,0.12,0.07,0.04,-0.25,-0.35,-0.13,0.26,-0.2,0.48,0.43,-0.35,-0.77,-0.5,-0.42,-0.01,0.46,0.36,0.27,0.14,-0.21,-0.22,0.06,0.9,-0.03,-0.14,0.01,0.28,0.27,0.25,-0.06,-0.14,-0.23,-0.18,-0.2,-0.55,-0.18
YPR102C,S000006306,RPL11A,525,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),0,1184,0.5395305,0.09938515,turquoise,582,0.4731984,0.108486967,turquoise,228,0.3144916,0.126362161,brown,156,0.2551676,0.11422663,28,0.50684932,0.04761905,red,NA,NA,NA,NA,4.19E+02,-0.43,0.15,0,-0.11,-0.06,-0.08,0.01,-0.02,0.07,0.27,-0.15,0.27,-0.26,-0.03,0.39,-0.02,0.5,-0.06,-0.38,-0.08,0.33,-0.21,0.08,-0.66,-0.47,-0.5,-0.57,1.49,0.52,-0.37,-0.57,-0.13,0.02,0.57,0.5,0.29,0.23,0.17,0,0.07,-0.16,-0.04,-0.51,-0.44
YPR103W,S000006307,PRE2,864,ubiquitin-dependent protein catabolism,endopeptidase activity,proteasome core complex (sensu Eukarya),1,998,0.5325609,0.09738032,brown,326,0.4534528,0.096479471,pink,34,0.2795832,0.081996435,grey,4,0.1888903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43,0.31,0.09,0.17,-0.07,0.01,-0.12,0.31,0.04,0.13,0,-0.05,-0.26,0,0.06,-0.48,0.34,0.53,0.08,0.02,0.1,-0.14,-0.3,-0.46,-0.24,-0.27,-0.14,0.79,0.34,-0.03,0.52,-0.02,-0.46,-0.34,-0.32,-0.21,-0.24,0.38,0.33,0.06,-0.21,0.19,0.08,0.23
YPR104C,S000006308,FHL1,2811,rRNA processing,transcription factor activity,nucleus,1,1058,0.5350549,0.08677231,black,414,0.4670638,0.079025862,yellow,48,0.2809058,0.093971631,grey,16,0.2342903,0.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.29,-0.72,-0.72,0.05,-0.08,0.35,0.34,0.26,0,-0.22,-0.12,-0.1,0.03,0.35,0.34,0.46,0.19,-0.49,0.02,0.04,0.42,0.71,0.62,0.4,0.25,0,-0.42,-0.37,0.29,0.08,0.11,-0.23,-0.29,0.16,0.22,0.11,0.23,-0.02,0.2,-0.08,0.04,-0.15,-0.38
YPR106W,S000006310,ISR1,1332,NA,protein kinase activity,NA,0,328,0.5067799,0.07783248,black,60,0.3945343,0.071751412,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,-0.01,-0.45,-0.65,-0.38,0.12,0.58,0.2,-0.16,-0.45,-0.76,-0.33,0.26,0.58,0.66,0.07,0.51,-0.11,-0.27,-0.67,-0.65,0.5,0.63,0.57,0.01,-0.67,-0.88,0.09,0.5,0.37,0.91,0.05,0.02,-0.14,-0.3,-0.32,-0.05,-0.01,-0.3,-0.1,0.31,0.12,-0.14,-0.03
YPR109W,S000006313,NA,885,NA,NA,NA,0,774,0.5246654,0.10039746,green,240,0.4410986,0.097594142,turquoise,26,0.2856467,0.049230769,grey,6,0.2148917,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,0.08,0.14,0.17,-0.11,0.08,-0.11,0.27,0,0.07,-0.2,-0.2,-0.17,0,0.08,-0.32,0.24,0.23,0.21,-0.29,-0.09,0.07,-0.01,0.21,-0.2,0.26,0.13,-0.1,-0.16,0.03,1.39,-0.39,-0.36,-0.11,0.49,0.24,-0.23,-0.02,-0.25,-0.1,-0.1,-0.21,-0.3,-0.06
YPR110C,S000006314,RPC40,1008,transcription from Pol I promoter,DNA-directed RNA polymerase activity,DNA-directed RNA polymerase III complex,1,1526,0.5520431,0.12262037,turquoise,862,0.483672,0.124845388,turquoise,268,0.3183616,0.132902901,turquoise,162,0.2616906,0.13779618,2,0.15864407,0,grey,NA,NA,NA,NA,0.00E+00,-1.03,0.1,0.11,-0.39,-0.31,-0.1,0.32,0.2,0.18,0.32,0,0.23,-0.22,0.01,0.27,-0.26,0.44,0.08,-0.37,0,0.35,0.28,0.07,-0.07,-0.1,-0.08,-0.04,0.19,-0.07,NA,-0.42,-0.18,0.09,0.6,0.61,0.51,0.37,0.09,-0.36,-0.16,0.21,-0.51,-0.66,-0.18
YPR111W,S000006315,DBF20,1695,protein amino acid phosphorylation,protein serine/threonine kinase activity,cytoplasm,0,1336,0.5451943,0.08908139,turquoise,500,0.4727509,0.084408818,green,54,0.2999586,0.103424179,grey,14,0.246953,0.08791209,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,0.48,-0.03,-0.2,-0.44,-0.18,-0.07,0.44,0.04,0.33,0.05,-0.09,-0.28,-0.03,0.18,-0.07,0.23,0.67,-0.15,-0.6,-0.37,-0.15,0.59,0.46,0.02,0.21,0.04,-0.37,-0.4,-0.06,-0.85,-0.66,-0.37,-0.17,0.32,0.25,-0.07,0.1,0.29,0.47,0.28,0.22,0.06,0.12
YPR112C,S000006316,MRD1,2664,35S primary transcript processing,snoRNA binding,nucleolus,1,1434,0.5485597,0.14036056,turquoise,810,0.472137,0.148114575,turquoise,312,0.317274,0.155103471,turquoise,162,0.2686786,0.15995706,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42,0.41,0.38,-0.78,-0.47,-0.28,0.27,0.43,NA,0.62,0.18,0.51,-0.1,0.13,NA,-0.15,0.28,0.2,-0.55,0.23,0.14,-0.36,0.18,0.23,0.17,0.3,0.15,0.02,-0.28,-0.35,-0.49,-0.31,-0.19,0.71,0.77,0.55,0.02,-0.24,-0.06,0.22,0.11,-0.58,-0.41,-0.1
YPR113W,S000006317,PIS1,663,phosphatidylinositol biosynthesis,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,endoplasmic reticulum,1,816,0.5250098,0.11370745,turquoise,318,0.4390164,0.121441184,turquoise,20,0.2633799,0.173684211,grey,6,0.2213183,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49,0.38,0.12,-0.24,-0.15,-0.26,-0.07,0.55,0.22,0.41,-0.03,0.05,-0.28,0.1,0.12,-0.33,0.03,0.03,-0.37,-0.14,-0.17,-0.49,-0.16,-0.24,-0.18,-0.2,-0.14,0.67,0.26,-0.29,-0.27,-0.15,-0.29,-0.24,-0.05,0.27,0.41,0.27,-0.2,0.03,0.32,0.24,-0.42,0.08
YPR115W,S000006319,NA,3252,NA,NA,cytoplasm,0,62,0.4540706,0.06663141,grey,6,0.2996403,0.066666667,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,-0.07,0.23,NA,-0.57,0.18,-0.51,0.43,0,0.21,0.5,-0.13,0,0.13,0.02,-0.19,-0.21,NA,-0.21,-0.14,0.41,0.25,-0.05,0.19,-0.04,0.11,0.02,0.5,0.18,0.2,0.25,-0.65,0.14,0.2,-0.09,-0.09,0.42,0.27,0.15,-0.06,0.14,0.45,-1.02,-0.12
YPR116W,S000006320,NA,834,NA,NA,mitochondrion,0,1136,0.5380786,0.05552367,brown,414,0.4853744,0.04131429,black,44,0.2858721,0.020084567,grey,6,0.1963904,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.26,0.26,-0.17,0.21,-0.08,0.2,0.04,0.21,-0.08,-0.23,0.03,0.01,-0.42,0.04,0.12,0.21,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.79,-0.11,0.52,0.13,0.06,0.44,0.52,-0.14,-0.03,-0.46,-0.28,-0.06,-0.06,-0.32,-0.3,-0.01
YPR117W,S000006321,NA,7470,NA,NA,NA,0,236,0.499875,0.07659574,green,46,0.3641745,0.074396135,grey,2,0.1728136,0,grey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,0.25,-0.44,-0.07,0.61,0,-0.2,-0.06,NA,0.49,0.65,0.01,-0.59,-0.19,0.23,-0.02,-0.61,NA,0.08,-0.04,-0.15,-0.34,0.07,0.28,0.17,0.24,0.07,0.49,0.18,-0.12,0.73,NA,0.09,0.68,0.17,-0.04,0.65,-0.13,0.07,-0.39,-0.18,-0.68,-0.55,-0.42
YPR119W,S000006323,CLB2,1476,G2/M transition of mitotic cell cycle,cyclin-dependent protein kinase regulator activity,cytoplasm,0,940,0.5305825,0.08547119,blue,344,0.4542254,0.090785816,green,90,0.2861884,0.152309613,grey,60,0.2444463,0.2039548,12,0.48484848,0.12121212,brown,NA,NA,NA,NA,6.67E+00,-1.09,3.47,-2.36,-1.96,-2.29,-1.36,0.4,1.09,1.54,1.5,0.92,0.05,-0.23,-0.42,0.12,0.73,1.35,1.2,-1.35,-0.57,-0.95,-0.7,0.14,0.57,1.06,1.24,0.84,0.01,-0.35,-0.11,-1.75,-1.29,0.25,-1.29,-1.18,-0.55,0.63,0.54,0.37,0.95,1.08,0.79,0.85,0.61
YPR120C,S000006324,CLB5,1308,G1/S transition of mitotic cell cycle,cyclin-dependent protein kinase regulator activity,nucleus,0,1048,0.5344113,0.10875493,yellow,596,0.4617783,0.123659128,brown,272,0.292191,0.133899501,blue,206,0.2448333,0.12716079,28,0.47945205,0.15079365,turquoise,4,0.3857143,0,grey,1.75E+01,1.48,-0.15,-0.98,0.92,0.97,0.26,-0.09,-0.18,-0.4,-0.35,-0.33,0.7,0.61,0.31,0.1,-0.2,-0.21,-0.5,-0.33,0.16,1.32,0.43,-0.1,-0.2,-0.59,-0.32,-0.63,0.78,0.91,-0.12,-0.31,-0.52,-0.29,0.33,0.46,0.41,0.25,0.4,-0.12,0.1,0.04,-0.18,-0.26,-0.31
